Source, SourceLong, SourceLat, Destination, DestLong, DestLat, Driving Distance (m), Driving Time (s)
Alexander Academy,-71.7689,42.5874,Beth Israel Plymouth,-70.6455,41.9419,147128,7221.7
Alexander Academy,-71.7689,42.5874,Harrington Memorial Hospital,-72.0424,42.0783,76783,4144.4
Alexander Academy,-71.7689,42.5874,Brockton Hospital,-70.9911,42.0873,107679,5987.2
Alexander Academy,-71.7689,42.5874,Good Samaritan Medical Center,-71.0619,42.0972,101444,5549.2
Alexander Academy,-71.7689,42.5874,Mercy Medical Center,-72.593,42.116,125286,6094.4
Alexander Academy,-71.7689,42.5874,Baystate Noble Hospital,-72.7594,42.1179,139479,6757.8
Alexander Academy,-71.7689,42.5874,Shriners Springfield,-72.5922,42.1216,124668,6081.5
Alexander Academy,-71.7689,42.5874,Baystate Medical Center,-72.603,42.1215,125719,6162.3
Alexander Academy,-71.7689,42.5874,Milford Regional Medical Center,-71.5285,42.1343,63617.8,3599
Alexander Academy,-71.7689,42.5874,Baystate Wing Hospital,-72.3412,42.1693,103742,5155.2
Alexander Academy,-71.7689,42.5874,South Shore Hospital,-70.9539,42.1755,102345,5593.7
Alexander Academy,-71.7689,42.5874,Norwood Hospital,-71.2019,42.1891,84131.4,4817.4
Alexander Academy,-71.7689,42.5874,Holyoke Medical Center,-72.6282,42.2011,127398,6224.5
Alexander Academy,-71.7689,42.5874,Fairview Hospital,-73.3715,42.1909,203566,9910.4
Alexander Academy,-71.7689,42.5874,Beth Israel Milton,-71.0768,42.2514,85035.8,5013.6
Alexander Academy,-71.7689,42.5874,Saint Vincent Hospital,-71.7966,42.265,43267.1,2278.4
Alexander Academy,-71.7689,42.5874,UMass Memorial Campus,-71.7922,42.2729,42801,2263.5
Alexander Academy,-71.7689,42.5874,Beth Israel Needham,-71.2367,42.2773,72064.9,4118.9
Alexander Academy,-71.7689,42.5874,UMass University Campus,-71.7617,42.2775,45745.7,2441.2
Alexander Academy,-71.7689,42.5874,Carney Hospital,-71.0653,42.2771,83919.6,4936.1
Alexander Academy,-71.7689,42.5874,Leonard Morse Hospital,-71.3353,42.2801,65570.6,3996.5
Alexander Academy,-71.7689,42.5874,Framingham Union Hospital,-71.4191,42.285,58032.7,3536.5
Alexander Academy,-71.7689,42.5874,Brigham and Women's Faulkner Hospital,-71.1286,42.3018,78063.1,4572.6
Alexander Academy,-71.7689,42.5874,New England Baptist Hospital,-71.1068,42.3296,75137.3,4341.9
Alexander Academy,-71.7689,42.5874,Newton-Wellesley Hospital,-71.2453,42.3314,66031.6,3843
Alexander Academy,-71.7689,42.5874,Cooley Dickinson Hospital,-72.6533,42.3302,97079.5,6041.6
Alexander Academy,-71.7689,42.5874,Brigham and Women's Hospital,-71.106,42.3357,73611.1,4242.8
Alexander Academy,-71.7689,42.5874,BMC - Newton Pavilion,-71.071,42.3367,75874.9,4350.3
Alexander Academy,-71.7689,42.5874,Boston Children's Hospital,-71.1051,42.3367,73231.5,4215.4
Alexander Academy,-71.7689,42.5874,Dana-Farber Cancer Institute,-71.1077,42.3376,73021.8,4202.2
Alexander Academy,-71.7689,42.5874,BIDMC West,-71.1093,42.3385,73170.2,4189.4
Alexander Academy,-71.7689,42.5874,HealthAlliance-Clinton Hospital,-71.693,42.4274,25070.6,1521.4
Alexander Academy,-71.7689,42.5874,Beverly Hospital,-70.8751,42.5642,95086.4,5368.6
Alexander Academy,-71.7689,42.5874,Lawrence General Hospital,-71.1482,42.709,68781,3586.1
Alexander Academy,-71.7689,42.5874,Holy Family Hospital-Methuen,-71.1683,42.7286,71627.3,3842.2
Alexander Academy,-71.7689,42.5874,Holy Family Hospital-Haverhill,-71.0453,42.7652,83414.2,4278.3
Alexander Academy,-71.7689,42.5874,Anna Jaques Hospital,-70.8909,42.8137,100932,5184.3
Alexander Academy,-71.7689,42.5874,AdCare Hospital of Worcester,-71.7947,42.2764,42325.1,2183.9
Alexander Academy,-71.7689,42.5874,Hebrew Rehabilitation Center,-71.131,42.2969,77941.1,4570.7
Alexander Academy,-71.7689,42.5874,Bournewood Hospital,-71.1495,42.2983,76217.1,4464.6
Alexander Academy,-71.7689,42.5874,Lemuel Shattuck Hospital,-71.1063,42.2999,78677.7,4558.1
Alexander Academy,-71.7689,42.5874,Arbour Hospital,-71.1111,42.3162,76137.8,4466.4
Alexander Academy,-71.7689,42.5874,Franciscan Children’s,-71.1439,42.3501,71224.2,4072.5
Alexander Academy,-71.7689,42.5874,Dr. Solomon Carter Fuller Mental Health Center,-71.0707,42.336,75808,4344.2
Alexander Academy,-71.7689,42.5874,Walden Behavioral Care,-71.2581,42.3612,63916.9,3747.6
Alexander Academy,-71.7689,42.5874,Spaulding Hospital for Continuing Medical Care Cambridge,-71.1071,42.3752,68873.3,3971
Alexander Academy,-71.7689,42.5874,Spaulding Rehabilitation Hospital Boston,-71.0491,42.3786,74912.7,4284.1
Alexander Academy,-71.7689,42.5874,McLean Hospital,-71.195,42.3955,60603.9,3469.3
Alexander Academy,-71.7689,42.5874,HealthSouth New England Rehabilitation Hospital,-71.1619,42.4635,63182.7,3869
Alexander Academy,-71.7689,42.5874,BayRidge Hospital,-70.9568,42.4716,84001.5,4931
Alexander Academy,-71.7689,42.5874,TaraVista Behavioral Health Center,-71.6151,42.5304,20413.6,1431.3
Alexander Academy,-71.7689,42.5874,HealthSouth New England Rehabilitation Hospital at Beverly,-70.8874,42.561,94264.1,5304.9
Alexander Academy,-71.7689,42.5874,Tewksbury Hospital,-71.2156,42.6109,58572.1,3212.8
Alexander Academy,-71.7689,42.5874,HealthSouth New England Rehabilitation Hospital at Lowell,-71.3677,42.6444,52653.1,2949.1
Alexander Academy,-71.7689,42.5874,The Whittier Pavilion,-71.0731,42.7787,80760.1,4140.2
Alexander Academy,-71.7689,42.5874,Amesbury Psychological Center,-70.9335,42.8484,95705.1,4721.7
Alexander Academy,-71.7689,42.5874,Worcester Recovery Center and Hospital,-71.7703,42.2795,45660.4,2496.3
Alexander Academy,-71.7689,42.5874,Southcoast Behavioral Health,-70.9879,41.6758,148316,7284.1
Alexander Academy,-71.7689,42.5874,Pocasset Mental Health Center,-70.6018,41.6887,163553,7880.4
Alexander Academy,-71.7689,42.5874,Corrigan Mental Health Center,-71.1459,41.7074,139982,6850.6
Alexander Academy,-71.7689,42.5874,Spaulding Rehabilitation Hospital Cape Cod,-70.4673,41.733,171297,8385.5
Alexander Academy,-71.7689,42.5874,Vibra Hospital of Southeastern Massachusetts,-70.9451,41.7403,138001,6826.3
Alexander Academy,-71.7689,42.5874,High Point Treatment Center,-70.9145,41.8943,121299,5997.5
Alexander Academy,-71.7689,42.5874,McLean SouthEast,-70.9164,41.9016,120919,5968.8
Alexander Academy,-71.7689,42.5874,Taunton State Hospital,-71.1019,41.9123,107011,5582.4
Alexander Academy,-71.7689,42.5874,Arbour-Fuller Hospital,-71.3608,41.9244,93218.2,5071.6
Alexander Academy,-71.7689,42.5874,NORCAP Lodge,-71.2412,42.0501,91062.2,4695.4
Alexander Academy,-71.7689,42.5874,Pembroke Hospital,-70.7727,42.0936,121417,6554.8
Alexander Academy,-71.7689,42.5874,Curahealth Hospital Stoughton,-71.083,42.1005,97536.1,5483
Alexander Academy,-71.7689,42.5874,Western Massachusetts Hospital,-72.7007,42.1107,138545,6874.2
Alexander Academy,-71.7689,42.5874,Vibra Hospital of Western Massachusetts,-72.5476,42.1203,123363,6056.3
Alexander Academy,-71.7689,42.5874,New England Sinai Hospital,-71.0988,42.1446,92693,5171.1
Alexander Academy,-71.7689,42.5874,HealthSouth Rehabilitation Hospital of Western Massachusetts,-72.4722,42.1555,114708,5638.4
Alexander Academy,-71.7689,42.5874,Providence Behavioral Health Hospital,-72.6339,42.1658,128816,6206.1
Alexander Academy,-71.7689,42.5874,Pappas Rehabilitation Hospital For Children,-71.1235,42.1746,88948,5007.1
Alexander Academy,-71.7689,42.5874,HealthSouth Braintree Rehabilitation Hospital,-71.0181,42.1974,97194.7,5452.4
Alexander Academy,-71.7689,42.5874,Vibra Hospital of Western Massachusetts - Central Campus,-71.8989,42.202,54595.2,2970.1
Alexander Academy,-71.7689,42.5874,Fairlawn Rehabilitation Hospital,-71.836,42.2599,46285.6,2538.6
Alexander Academy,-71.7689,42.5874,Hebrew Rehabilitation Center in Dedham,-71.1952,42.2664,76460.3,4409.3
Alexander Academy,-71.7689,42.5874,Whittier Rehabilitation Hospital - Westborough,-71.5679,42.2771,47903.2,2910.3
American International College,-72.5579,42.1138,BIDMC East,-71.1049,42.3398,139633,6540.1
American International College,-72.5579,42.1138,St. Elizabeth's Medical Center,-71.1475,42.3485,134429,6287
American International College,-72.5579,42.1138,Tufts Medical Center,-71.0634,42.3496,141880,6546.8
American International College,-72.5579,42.1138,Marlborough Hospital,-71.5515,42.3548,109705,5288.7
American International College,-72.5579,42.1138,Massachusetts Eye and Ear Infirmary,-71.0702,42.3627,142090,6584.4
American International College,-72.5579,42.1138,Shriners Boston,-71.0665,42.3632,142256,6593.8
American International College,-72.5579,42.1138,Massachusetts General Hospital,-71.0687,42.3629,142003,6575.3
American International College,-72.5579,42.1138,Mount Auburn Hospital,-71.1342,42.3741,136410,6386.7
American International College,-72.5579,42.1138,Cambridge Hospital,-71.1048,42.3752,139034,6510
American International College,-72.5579,42.1138,Everett Hospital,-71.0395,42.4093,148733,6985.4
American International College,-72.5579,42.1138,Lawrence Memorial Hospital of Medford,-71.1117,42.4262,143982,6901.9
American International College,-72.5579,42.1138,Emerson Hospital,-71.375,42.4519,128856,6686
American International College,-72.5579,42.1138,Melrose-Wakefield Hospital,-71.0611,42.46,150500,7319.8
American International College,-72.5579,42.1138,Winchester Hospital,-71.1227,42.4659,147357,7105.3
American International College,-72.5579,42.1138,Berkshire Medical Center,-73.2493,42.4601,89947.8,4783.7
American International College,-72.5579,42.1138,Union Hospital,-70.9796,42.5011,164816,7870.2
American International College,-72.5579,42.1138,Salem Hospital,-70.9052,42.5112,167951,8002.6
American International College,-72.5579,42.1138,Lahey Medical Center,-70.9471,42.5373,169317,8031
American International College,-72.5579,42.1138,HealthAlliance Hospital - Leominster Campus,-71.7631,42.5403,119595,5684.6
American International College,-72.5579,42.1138,Nashoba Valley Medical Center,-71.5889,42.5628,129243,6392.1
American International College,-72.5579,42.1138,Heywood Memorial Hospital,-71.9875,42.5869,92154.6,5834.3
American International College,-72.5579,42.1138,Athol Hospital,-72.2087,42.5852,73025.8,4797.9
American International College,-72.5579,42.1138,Baystate Franklin Medical Center,-72.5929,42.5953,65616.4,3187.9
American International College,-72.5579,42.1138,Addison Gilbert Hospital,-70.6819,42.6247,195894,9374.3
American International College,-72.5579,42.1138,Lowell General Hospital - Saints Campus,-71.3001,42.6454,149555,7129.6
American International College,-72.5579,42.1138,Lowell General Hospital,-71.3422,42.6478,149171,7196.5
American International College,-72.5579,42.1138,Nantucket Cottage Hospital,-70.101,41.275,288809,19600.8
American International College,-72.5579,42.1138,Martha's Vineyard Hospital,-70.58,41.4597,249918,13834.7
American International College,-72.5579,42.1138,Falmouth Hospital,-70.622,41.5639,227975,10421.5
American International College,-72.5579,42.1138,St. Luke's Hospital,-70.938,41.6267,201692,9136
American International College,-72.5579,42.1138,Cape Cod Hospital,-70.2733,41.6538,240581,11205.2
American International College,-72.5579,42.1138,Saint Anne's Hospital,-71.1635,41.6924,191375,8685.4
American International College,-72.5579,42.1138,Charlton Memorial Hospital,-71.1461,41.7094,190108,8670.6
American International College,-72.5579,42.1138,Tobey Hospital,-70.7145,41.7557,193808,8794.9
American International College,-72.5579,42.1138,Morton Hospital,-71.0952,41.9063,157966,7388.3
American International College,-72.5579,42.1138,Sturdy Memorial Hospital,-71.2752,41.9419,144192,6869.4
American International College,-72.5579,42.1138,Beth Israel Plymouth,-70.6455,41.9419,197257,9002.8
American International College,-72.5579,42.1138,Harrington Memorial Hospital,-72.0424,42.0783,60019.2,3026.6
American International College,-72.5579,42.1138,Brockton Hospital,-70.9911,42.0873,168387,8031.9
American International College,-72.5579,42.1138,Good Samaritan Medical Center,-71.0619,42.0972,162152,7593.9
American International College,-72.5579,42.1138,Mercy Medical Center,-72.593,42.116,4617.3,342.1
American International College,-72.5579,42.1138,Baystate Noble Hospital,-72.7594,42.1179,19152,1383
American International College,-72.5579,42.1138,Shriners Springfield,-72.5922,42.1216,3935.6,369.1
American International College,-72.5579,42.1138,Baystate Medical Center,-72.603,42.1215,5217.4,390.4
American International College,-72.5579,42.1138,Milford Regional Medical Center,-71.5285,42.1343,105368,5378.5
American International College,-72.5579,42.1138,Baystate Wing Hospital,-72.3412,42.1693,20752,1489.5
American International College,-72.5579,42.1138,South Shore Hospital,-70.9539,42.1755,164421,7762.3
American International College,-72.5579,42.1138,Norwood Hospital,-71.2019,42.1891,144839,6862.1
American International College,-72.5579,42.1138,Holyoke Medical Center,-72.6282,42.2011,13587.2,945.1
American International College,-72.5579,42.1138,Fairview Hospital,-73.3715,42.1909,90472.4,4828.5
American International College,-72.5579,42.1138,Beth Israel Milton,-71.0768,42.2514,147888,7228.3
American International College,-72.5579,42.1138,Saint Vincent Hospital,-71.7966,42.265,81872.5,3971.2
American International College,-72.5579,42.1138,UMass Memorial Campus,-71.7922,42.2729,82741.4,4003.3
American International College,-72.5579,42.1138,Beth Israel Needham,-71.2367,42.2773,132773,6163.6
American International College,-72.5579,42.1138,UMass University Campus,-71.7617,42.2775,84912.8,4158.6
American International College,-72.5579,42.1138,Carney Hospital,-71.0653,42.2771,146243,7149.1
American International College,-72.5579,42.1138,Leonard Morse Hospital,-71.3353,42.2801,118489,5745.7
American International College,-72.5579,42.1138,Framingham Union Hospital,-71.4191,42.285,110951,5285.7
American International College,-72.5579,42.1138,Brigham and Women's Faulkner Hospital,-71.1286,42.3018,138600,6630.2
American International College,-72.5579,42.1138,New England Baptist Hospital,-71.1068,42.3296,142040,6697.6
American International College,-72.5579,42.1138,Newton-Wellesley Hospital,-71.2453,42.3314,126740,5887.7
American International College,-72.5579,42.1138,Cooley Dickinson Hospital,-72.6533,42.3302,34903.8,1977
American International College,-72.5579,42.1138,Brigham and Women's Hospital,-71.106,42.3357,140514,6598.5
American International College,-72.5579,42.1138,BMC - Newton Pavilion,-71.071,42.3367,142210,6607
American International College,-72.5579,42.1138,Boston Children's Hospital,-71.1051,42.3367,140134,6571.1
American International College,-72.5579,42.1138,Dana-Farber Cancer Institute,-71.1077,42.3376,139925,6557.9
American International College,-72.5579,42.1138,BIDMC West,-71.1093,42.3385,140073,6545.1
American International College,-72.5579,42.1138,HealthAlliance-Clinton Hospital,-71.693,42.4274,112764,5414.4
American International College,-72.5579,42.1138,Beverly Hospital,-70.8751,42.5642,174234,8454.9
American International College,-72.5579,42.1138,Lawrence General Hospital,-71.1482,42.709,164338,7726.8
American International College,-72.5579,42.1138,Holy Family Hospital-Methuen,-71.1683,42.7286,167184,7982.9
American International College,-72.5579,42.1138,Holy Family Hospital-Haverhill,-71.0453,42.7652,178971,8419
American International College,-72.5579,42.1138,Anna Jaques Hospital,-70.8909,42.8137,196489,9325
American International College,-72.5579,42.1138,AdCare Hospital of Worcester,-71.7947,42.2764,82778.9,3976.6
American International College,-72.5579,42.1138,Hebrew Rehabilitation Center,-71.131,42.2969,138649,6615.4
American International College,-72.5579,42.1138,Bournewood Hospital,-71.1495,42.2983,136925,6509.3
American International College,-72.5579,42.1138,Lemuel Shattuck Hospital,-71.1063,42.2999,141001,6771.1
American International College,-72.5579,42.1138,Arbour Hospital,-71.1111,42.3162,140236,6820.5
American International College,-72.5579,42.1138,Franciscan Children’s,-71.1439,42.3501,134447,6286.7
American International College,-72.5579,42.1138,Dr. Solomon Carter Fuller Mental Health Center,-71.0707,42.336,142143,6600.9
American International College,-72.5579,42.1138,Walden Behavioral Care,-71.2581,42.3612,127468,5895.7
American International College,-72.5579,42.1138,Spaulding Hospital for Continuing Medical Care Cambridge,-71.1071,42.3752,139398,6511.6
American International College,-72.5579,42.1138,Spaulding Rehabilitation Hospital Boston,-71.0491,42.3786,144296,6772.4
American International College,-72.5579,42.1138,McLean Hospital,-71.195,42.3955,135351,6363.4
American International College,-72.5579,42.1138,HealthSouth New England Rehabilitation Hospital,-71.1619,42.4635,145061,7009.9
American International College,-72.5579,42.1138,BayRidge Hospital,-70.9568,42.4716,158056,7570.2
American International College,-72.5579,42.1138,TaraVista Behavioral Health Center,-71.6151,42.5304,124171,6038.7
American International College,-72.5579,42.1138,HealthSouth New England Rehabilitation Hospital at Beverly,-70.8874,42.561,176770,8439.7
American International College,-72.5579,42.1138,Tewksbury Hospital,-71.2156,42.6109,154129,7353.5
American International College,-72.5579,42.1138,HealthSouth New England Rehabilitation Hospital at Lowell,-71.3677,42.6444,148210,7089.8
American International College,-72.5579,42.1138,The Whittier Pavilion,-71.0731,42.7787,176317,8280.9
American International College,-72.5579,42.1138,Amesbury Psychological Center,-70.9335,42.8484,191262,8862.4
American International College,-72.5579,42.1138,Worcester Recovery Center and Hospital,-71.7703,42.2795,84761.7,4191.7
American International College,-72.5579,42.1138,Southcoast Behavioral Health,-70.9879,41.6758,198445,9065.2
American International College,-72.5579,42.1138,Pocasset Mental Health Center,-70.6018,41.6887,213682,9661.5
American International College,-72.5579,42.1138,Corrigan Mental Health Center,-71.1459,41.7074,190111,8631.7
American International College,-72.5579,42.1138,Spaulding Rehabilitation Hospital Cape Cod,-70.4673,41.733,221426,10166.6
American International College,-72.5579,42.1138,Vibra Hospital of Southeastern Massachusetts,-70.9451,41.7403,188130,8607.4
American International College,-72.5579,42.1138,High Point Treatment Center,-70.9145,41.8943,171428,7778.6
American International College,-72.5579,42.1138,McLean SouthEast,-70.9164,41.9016,171048,7749.9
American International College,-72.5579,42.1138,Taunton State Hospital,-71.1019,41.9123,157140,7363.5
American International College,-72.5579,42.1138,Arbour-Fuller Hospital,-71.3608,41.9244,143347,6852.7
American International College,-72.5579,42.1138,NORCAP Lodge,-71.2412,42.0501,141191,6476.5
American International College,-72.5579,42.1138,Pembroke Hospital,-70.7727,42.0936,183493,8723.4
American International College,-72.5579,42.1138,Curahealth Hospital Stoughton,-71.083,42.1005,158244,7527.7
American International College,-72.5579,42.1138,Western Massachusetts Hospital,-72.7007,42.1107,14423.9,1091.6
American International College,-72.5579,42.1138,Vibra Hospital of Western Massachusetts,-72.5476,42.1203,1419.3,129.2
American International College,-72.5579,42.1138,New England Sinai Hospital,-71.0988,42.1446,153401,7215.8
American International College,-72.5579,42.1138,HealthSouth Rehabilitation Hospital of Western Massachusetts,-72.4722,42.1555,9756.3,700.4
American International College,-72.5579,42.1138,Providence Behavioral Health Hospital,-72.6339,42.1658,12039.2,884.4
American International College,-72.5579,42.1138,Pappas Rehabilitation Hospital For Children,-71.1235,42.1746,149656,7051.8
American International College,-72.5579,42.1138,HealthSouth Braintree Rehabilitation Hospital,-71.0181,42.1974,157902,7497.1
American International College,-72.5579,42.1138,Vibra Hospital of Western Massachusetts - Central Campus,-71.8989,42.202,76754.8,3837.5
American International College,-72.5579,42.1138,Fairlawn Rehabilitation Hospital,-71.836,42.2599,82264.5,4103.6
American International College,-72.5579,42.1138,Hebrew Rehabilitation Center in Dedham,-71.1952,42.2664,137168,6454
American International College,-72.5579,42.1138,Whittier Rehabilitation Hospital - Westborough,-71.5679,42.2771,101325,5126.4
Amherst College,-72.519,42.3756,BIDMC East,-71.1049,42.3398,145874,7247.3
Amherst College,-72.519,42.3756,St. Elizabeth's Medical Center,-71.1475,42.3485,140670,6994.2
Amherst College,-72.519,42.3756,Tufts Medical Center,-71.0634,42.3496,148121,7254
Amherst College,-72.519,42.3756,Marlborough Hospital,-71.5515,42.3548,115946,5995.9
Amherst College,-72.519,42.3756,Massachusetts Eye and Ear Infirmary,-71.0702,42.3627,148331,7291.6
Amherst College,-72.519,42.3756,Shriners Boston,-71.0665,42.3632,148497,7301
Amherst College,-72.519,42.3756,Massachusetts General Hospital,-71.0687,42.3629,148244,7282.5
Amherst College,-72.519,42.3756,Mount Auburn Hospital,-71.1342,42.3741,142650,7093.9
Amherst College,-72.519,42.3756,Cambridge Hospital,-71.1048,42.3752,145275,7217.2
Amherst College,-72.519,42.3756,Everett Hospital,-71.0395,42.4093,154974,7692.6
Amherst College,-72.519,42.3756,Lawrence Memorial Hospital of Medford,-71.1117,42.4262,150223,7609.1
Amherst College,-72.519,42.3756,Emerson Hospital,-71.375,42.4519,116168,6460
Amherst College,-72.519,42.3756,Melrose-Wakefield Hospital,-71.0611,42.46,156741,8027
Amherst College,-72.519,42.3756,Winchester Hospital,-71.1227,42.4659,153598,7812.5
Amherst College,-72.519,42.3756,Berkshire Medical Center,-73.2493,42.4601,77306.3,5229.6
Amherst College,-72.519,42.3756,Union Hospital,-70.9796,42.5011,171056,8577.4
Amherst College,-72.519,42.3756,Salem Hospital,-70.9052,42.5112,174192,8709.8
Amherst College,-72.519,42.3756,Lahey Medical Center,-70.9471,42.5373,175558,8738.2
Amherst College,-72.519,42.3756,HealthAlliance Hospital - Leominster Campus,-71.7631,42.5403,80285.6,4607.1
Amherst College,-72.519,42.3756,Nashoba Valley Medical Center,-71.5889,42.5628,98548.8,5716.4
Amherst College,-72.519,42.3756,Heywood Memorial Hospital,-71.9875,42.5869,62000.6,3729.4
Amherst College,-72.519,42.3756,Athol Hospital,-72.2087,42.5852,42871.8,2693
Amherst College,-72.519,42.3756,Baystate Franklin Medical Center,-72.5929,42.5953,31176,1952.7
Amherst College,-72.519,42.3756,Addison Gilbert Hospital,-70.6819,42.6247,202135,10081.5
Amherst College,-72.519,42.3756,Lowell General Hospital - Saints Campus,-71.3001,42.6454,127061,6920.6
Amherst College,-72.519,42.3756,Lowell General Hospital,-71.3422,42.6478,126677,6987.5
Amherst College,-72.519,42.3756,Nantucket Cottage Hospital,-70.101,41.275,295050,20308
Amherst College,-72.519,42.3756,Martha's Vineyard Hospital,-70.58,41.4597,256159,14541.9
Amherst College,-72.519,42.3756,Falmouth Hospital,-70.622,41.5639,234216,11128.7
Amherst College,-72.519,42.3756,St. Luke's Hospital,-70.938,41.6267,207932,9843.2
Amherst College,-72.519,42.3756,Cape Cod Hospital,-70.2733,41.6538,246822,11912.4
Amherst College,-72.519,42.3756,Saint Anne's Hospital,-71.1635,41.6924,197616,9392.6
Amherst College,-72.519,42.3756,Charlton Memorial Hospital,-71.1461,41.7094,196349,9377.8
Amherst College,-72.519,42.3756,Tobey Hospital,-70.7145,41.7557,200049,9502.1
Amherst College,-72.519,42.3756,Morton Hospital,-71.0952,41.9063,164207,8095.5
Amherst College,-72.519,42.3756,Sturdy Memorial Hospital,-71.2752,41.9419,150433,7576.6
Amherst College,-72.519,42.3756,Beth Israel Plymouth,-70.6455,41.9419,203498,9710
Amherst College,-72.519,42.3756,Harrington Memorial Hospital,-72.0424,42.0783,61417.5,3655
Amherst College,-72.519,42.3756,Brockton Hospital,-70.9911,42.0873,174628,8739.1
Amherst College,-72.519,42.3756,Good Samaritan Medical Center,-71.0619,42.0972,168393,8301.1
Amherst College,-72.519,42.3756,Mercy Medical Center,-72.593,42.116,36206.9,2291.1
Amherst College,-72.519,42.3756,Baystate Noble Hospital,-72.7594,42.1179,46061.6,2773
Amherst College,-72.519,42.3756,Shriners Springfield,-72.5922,42.1216,35150.6,2290.8
Amherst College,-72.519,42.3756,Baystate Medical Center,-72.603,42.1215,34263.2,2215.3
Amherst College,-72.519,42.3756,Milford Regional Medical Center,-71.5285,42.1343,111608,6085.7
Amherst College,-72.519,42.3756,Baystate Wing Hospital,-72.3412,42.1693,30103.9,1886.5
Amherst College,-72.519,42.3756,South Shore Hospital,-70.9539,42.1755,170662,8469.5
Amherst College,-72.519,42.3756,Norwood Hospital,-71.2019,42.1891,151080,7569.3
Amherst College,-72.519,42.3756,Holyoke Medical Center,-72.6282,42.2011,24432.5,1656.5
Amherst College,-72.519,42.3756,Fairview Hospital,-73.3715,42.1909,110149,5925.6
Amherst College,-72.519,42.3756,Beth Israel Milton,-71.0768,42.2514,154129,7935.5
