Source, SourceLong, SourceLat, Destination, DestLong, DestLat, Driving Distance (m), Driving Time (s)
BAY PATH UNIVERSITY,-72.584,42.0554,SHRINERS' HOSPITAL FOR CHILDREN,-72.5924,42.1213,8894.8,562.6
BAY PATH UNIVERSITY,-72.584,42.0554,ADCARE HOSPITAL OF WORCESTER INC,-71.7949,42.2764,90655.9,4319.2
BAY PATH UNIVERSITY,-72.584,42.0554,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,-71.2744,42.5047,153680,7371.5
BAY PATH UNIVERSITY,-72.584,42.0554,AMESBURY HEALTH CENTER,-70.9334,42.8484,199152,9211.9
BAY PATH UNIVERSITY,-72.584,42.0554,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,-71.1092,42.3379,148013,6900.1
BAY PATH UNIVERSITY,-72.584,42.0554,ARBOUR HOSPITAL THE,-71.1123,42.3158,148018,7161.7
BAY PATH UNIVERSITY,-72.584,42.0554,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,-70.6024,41.6884,221657,10031.4
BAY PATH UNIVERSITY,-72.584,42.0554,BOURNEWOOD HOSPITAL,-71.1493,42.2983,144825,6859.6
BAY PATH UNIVERSITY,-72.584,42.0554,NORTHEAST HOSPITAL CORPORATION - ADDISON GILBERT CAMPUS,-70.6806,42.6255,203571,9692.7
BAY PATH UNIVERSITY,-72.584,42.0554,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,-71.8988,42.2019,84609.3,4184.6
BAY PATH UNIVERSITY,-72.584,42.0554,WORCESTER RECOVERY CENTER AND HOSPITAL,-71.7691,42.2797,92698.6,4547.4
BAY PATH UNIVERSITY,-72.584,42.0554,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,-71.1426,42.35,142420,6655.9
BAY PATH UNIVERSITY,-72.584,42.0554,SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,-71.1069,42.3753,147291,6861.9
BAY PATH UNIVERSITY,-72.584,42.0554,WESTERN MASSACHUSETTS HOSPITAL,-72.7009,42.1104,17241.8,1268.2
BAY PATH UNIVERSITY,-72.584,42.0554,MCLEAN HOSPITAL CORPORATION,-71.1913,42.3937,143641,6815.8
BAY PATH UNIVERSITY,-72.584,42.0554,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,-71.1253,42.176,157473,7363.8
BAY PATH UNIVERSITY,-72.584,42.0554,QUINCY MEDICAL CENTER,-71.0138,42.2509,164346,7741.4
BAY PATH UNIVERSITY,-72.584,42.0554,STURDY MEMORIAL HOSPITAL,-71.2748,41.942,152317,7247.7
BAY PATH UNIVERSITY,-72.584,42.0554,MORTON HOSPITAL AND MEDICAL CENTER,-71.0945,41.9062,165509,7691.3
BAY PATH UNIVERSITY,-72.584,42.0554,SAINT ANNE'S HOSPITAL,-71.1637,41.6926,199150,9025.2
BAY PATH UNIVERSITY,-72.584,42.0554,FAIRVIEW HOSPITAL,-73.3719,42.1911,93725.5,4934.8
BAY PATH UNIVERSITY,-72.584,42.0554,FALMOUTH HOSPITAL,-70.6223,41.5642,235882,10775.2
BAY PATH UNIVERSITY,-72.584,42.0554,NANTUCKET COTTAGE HOSPITAL,-70.1008,41.2752,296581,19942.4
BAY PATH UNIVERSITY,-72.584,42.0554,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,-71.1051,42.3395,147514,6887.3
BAY PATH UNIVERSITY,-72.584,42.0554,BOSTON MEDICAL CENTER - MENINO CAMPUS,-71.0732,42.3347,150222,6954.9
BAY PATH UNIVERSITY,-72.584,42.0554,MASSACHUSETTS EYE AND EAR INFIRMARY,-71.0701,42.3629,149229,6896.3
BAY PATH UNIVERSITY,-72.584,42.0554,CHILDREN'S HOSPITAL BOSTON,-71.1064,42.3372,148039,6943.9
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,-71.806,42.5977,134536,6489
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,-71.7624,42.5411,126653,6000
BAY PATH UNIVERSITY,-72.584,42.0554,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,-71.0609,42.4605,158478,7661.2
BAY PATH UNIVERSITY,-72.584,42.0554,MARLBOROUGH HOSPITAL,-71.5546,42.3553,117158,5658.9
BAY PATH UNIVERSITY,-72.584,42.0554,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,-71.4186,42.2852,118883,5639
BAY PATH UNIVERSITY,-72.584,42.0554,BAYSTATE MARY LANE HOSPITAL,-72.2428,42.2536,49414,2864.4
BAY PATH UNIVERSITY,-72.584,42.0554,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,-71.1683,42.7277,174907,8292.8
BAY PATH UNIVERSITY,-72.584,42.0554,MCLEAN SOUTHEAST,-70.916,41.9017,178958,8104
BAY PATH UNIVERSITY,-72.584,42.0554,WHITTIER PAVILION,-71.0732,42.7785,184244,8641.5
BAY PATH UNIVERSITY,-72.584,42.0554,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,-72.5474,42.1205,9892.9,669.2
BAY PATH UNIVERSITY,-72.584,42.0554,HEBREW REHABILITATION CENTER,-71.1318,42.2968,146218,6921.5
BAY PATH UNIVERSITY,-72.584,42.0554,LEMUEL SATTUCK HOSPITAL,-71.1017,42.2996,149432,7213.2
BAY PATH UNIVERSITY,-72.584,42.0554,HEBREW REHABILITATION CENTER AT DEDHAM,-71.195,42.2665,145058,6803.5
BAY PATH UNIVERSITY,-72.584,42.0554,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,-70.7645,42.0976,190861,9061.6
BAY PATH UNIVERSITY,-72.584,42.0554,WALDEN BEHAVIORAL CARE LLC,-71.2493,42.3696,136590,6317.5
BAY PATH UNIVERSITY,-72.584,42.0554,NEW ENGLAND SINAI HOSPITAL,-71.0988,42.1446,161559,7630.8
BAY PATH UNIVERSITY,-72.584,42.0554,MARTHA'S VINEYARD HOSPITAL,-70.5798,41.4608,257730,14183.6
BAY PATH UNIVERSITY,-72.584,42.0554,SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,-70.9384,41.6264,209395,9495.7
BAY PATH UNIVERSITY,-72.584,42.0554,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,-73.2492,42.46,93221.4,4894.9
BAY PATH UNIVERSITY,-72.584,42.0554,CAPE COD HOSPITAL,-70.2729,41.6534,248678,11575
BAY PATH UNIVERSITY,-72.584,42.0554,CARITAS CARNEY HOSPITAL,-71.0654,42.2775,154192,7513.8
BAY PATH UNIVERSITY,-72.584,42.0554,CLINTON HOSPITAL,-71.6929,42.4275,120838,5797.4
BAY PATH UNIVERSITY,-72.584,42.0554,HEYWOOD HOSPITAL,-71.9871,42.5863,96597.6,6151.5
BAY PATH UNIVERSITY,-72.584,42.0554,UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,-71.7923,42.2729,90631.6,4352.8
BAY PATH UNIVERSITY,-72.584,42.0554,SAINTS MEDICAL CENTER,-71.3008,42.6457,157643,7486.6
BAY PATH UNIVERSITY,-72.584,42.0554,NEWTON-WELLESLEY HOSPITAL,-71.246,42.3312,134638,6242.4
BAY PATH UNIVERSITY,-72.584,42.0554,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,-71.1041,42.3745,146887,6846.1
BAY PATH UNIVERSITY,-72.584,42.0554,CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,-71.0394,42.4093,156617,7334.3
BAY PATH UNIVERSITY,-72.584,42.0554,MERCY MEDICAL CENTER - PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,-72.634,42.1659,15300.7,992.8
BAY PATH UNIVERSITY,-72.584,42.0554,BAYSTATE MEDICAL CENTER,-72.6032,42.1217,8965.8,571.3
BAY PATH UNIVERSITY,-72.584,42.0554,VA MEDICAL CENTER - BROCKTON DIVISION,-71.0539,42.063,169101,8083.4
BAY PATH UNIVERSITY,-72.584,42.0554,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,-72.6824,42.3495,41926.3,2344.2
BAY PATH UNIVERSITY,-72.584,42.0554,BOSTON CHILDREN'S,-71.2496,42.3691,136929,6373.4
BAY PATH UNIVERSITY,-72.584,42.0554,KINDRED HOSPITAL NORTHEAST - STOUGHTON,-71.0816,42.1007,165995,7829.9
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTHSOUTH NEW ENGLAND REH AT LOWELL,-71.3669,42.6452,156323,7491.8
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTHSOUTH NEW ENGLAND REHABILIATION AT BEVERLY,-70.8872,42.561,184663,8789.9
BAY PATH UNIVERSITY,-72.584,42.0554,SOUTHCOAST BEHAVIORAL HEALTH,-70.9847,41.6727,207079,9555.3
BAY PATH UNIVERSITY,-72.584,42.0554,ST. ELIZABETH'S MEDICAL CENTER,-71.1485,42.3487,142307,6654.5
BAY PATH UNIVERSITY,-72.584,42.0554,NORTHAMPTON VA MEDICAL CENTER,-72.6824,42.3496,42223.9,2420.2
BAY PATH UNIVERSITY,-72.584,42.0554,LOWELL GENERAL HOSPITAL,-71.3421,42.6472,156956,7520.9
BAY PATH UNIVERSITY,-72.584,42.0554,TAUNTON STATE HOSPITAL,-71.1022,41.9127,165168,7689.6
BAY PATH UNIVERSITY,-72.584,42.0554,TEWKSBURY HOSPITAL,-71.2182,42.6071,161869,7776.2
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL,-71.1619,42.4634,152944,7357.5
BAY PATH UNIVERSITY,-72.584,42.0554,BETH ISRAEL DEACONESS HOSPITAL MILTON,-71.0772,42.2513,156866,7587.9
BAY PATH UNIVERSITY,-72.584,42.0554,LAHEY MEDICAL CENTER - PEABODY,-70.9464,42.5372,177171,8375.9
BAY PATH UNIVERSITY,-72.584,42.0554,KINDRED HOSPITAL BOSTON - NORTH SHORE,-70.9382,42.5289,176757,8380.9
BAY PATH UNIVERSITY,-72.584,42.0554,HARRINGTON MEMORIAL HOSPITAL,-72.0421,42.0786,67950.4,3386
BAY PATH UNIVERSITY,-72.584,42.0554,COOLEY DICKINSON HOSPITAL,-72.6532,42.3302,38177.9,2088.4
BAY PATH UNIVERSITY,-72.584,42.0554,SOUTHCOAST HOSPITALS GROUP - TOBEY HOSPITAL CAMPUS,-70.7144,41.7561,201680,9163.7
BAY PATH UNIVERSITY,-72.584,42.0554,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,-70.6451,41.9428,205686,9344.8
BAY PATH UNIVERSITY,-72.584,42.0554,NEW ENGLAND BAPTIST HOSPITAL,-71.1077,42.3297,149688,7001.7
BAY PATH UNIVERSITY,-72.584,42.0554,MERRIMACK VALLEY HOSPITAL,-71.0448,42.7653,186802,8792.6
BAY PATH UNIVERSITY,-72.584,42.0554,MASSACHUSETTS GENERAL HOSPITAL,-71.0693,42.3626,149906,6925.7
BAY PATH UNIVERSITY,-72.584,42.0554,WESTWOOD/PEMBROKE HEALTH SYSTEM WESTWOOD,-71.2241,42.2065,150052,7064.5
BAY PATH UNIVERSITY,-72.584,42.0554,FAIRLAWN REHABILITATION HOSPITAL,-71.8354,42.2601,90109.2,4441.7
BAY PATH UNIVERSITY,-72.584,42.0554,NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,-70.9799,42.5018,172569,8184.9
BAY PATH UNIVERSITY,-72.584,42.0554,BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,-73.2807,42.4581,95155.2,5108.9
BAY PATH UNIVERSITY,-72.584,42.0554,DANA-FARBER CANCER INSTITUTE,-71.1082,42.3376,147784,6903.9
BAY PATH UNIVERSITY,-72.584,42.0554,FAULKNER HOSPITAL,-71.1283,42.3015,146478,6977.9
BAY PATH UNIVERSITY,-72.584,42.0554,MILFORD REGIONAL MEDICAL CENTER,-71.5282,42.1334,121200,5668.7
BAY PATH UNIVERSITY,-72.584,42.0554,SAINT VINCENT HOSPITAL,-71.7915,42.2498,89057.1,4291.3
BAY PATH UNIVERSITY,-72.584,42.0554,NASHOBA VALLEY MEDICAL CENTER,-71.5739,42.5775,141328,6897
BAY PATH UNIVERSITY,-72.584,42.0554,MOUNT AUBURN HOSPITAL,-71.1343,42.3741,144290,6733.7
BAY PATH UNIVERSITY,-72.584,42.0554,HOLYOKE MEDICAL CENTER,-72.6276,42.2003,19065.2,1072.9
BAY PATH UNIVERSITY,-72.584,42.0554,NOBLE HOSPITAL,-72.7596,42.1183,21918.7,1572.3
BAY PATH UNIVERSITY,-72.584,42.0554,SOUTH SHORE HOSPITAL,-70.9541,42.176,172151,8089.8
BAY PATH UNIVERSITY,-72.584,42.0554,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,-71.146,41.7094,197997,9019.6
BAY PATH UNIVERSITY,-72.584,42.0554,NORTH ADAMS REGIONAL HOSPITAL,-73.1095,42.7071,107199,6914.4
BAY PATH UNIVERSITY,-72.584,42.0554,ANNA JAQUES HOSPITAL,-70.8911,42.8144,204114,9622.3
BAY PATH UNIVERSITY,-72.584,42.0554,LAWRENCE GENERAL HOSPITAL,-71.1501,42.71,172146,8085.2
BAY PATH UNIVERSITY,-72.584,42.0554,TUFTS MEDICAL CENTER,-71.064,42.3499,149597,6869.7
BAY PATH UNIVERSITY,-72.584,42.0554,BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,-71.0706,42.337,150009,6948.4
BAY PATH UNIVERSITY,-72.584,42.0554,BRIGHAM AND WOMEN'S HOSPITAL,-71.1068,42.3359,148241,6909.5
BAY PATH UNIVERSITY,-72.584,42.0554,ATHOL MEMORIAL HOSPITAL,-72.2089,42.5855,89445.3,5213.2
BAY PATH UNIVERSITY,-72.584,42.0554,UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,-71.7617,42.2778,92803.1,4508.1
BAY PATH UNIVERSITY,-72.584,42.0554,EMERSON HOSPITAL,-71.3758,42.4517,136791,7046.2
BAY PATH UNIVERSITY,-72.584,42.0554,METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,-71.3356,42.28,126379,6095.2
BAY PATH UNIVERSITY,-72.584,42.0554,WINCHESTER HOSPITAL,-71.1228,42.466,155290,7465.7
BAY PATH UNIVERSITY,-72.584,42.0554,LAHEY CLINIC MEDICAL CENTER,-71.1989,42.4883,154363,7214.6
BAY PATH UNIVERSITY,-72.584,42.0554,BAYSTATE FRANKLIN MEDICAL CENTER,-72.5923,42.5957,68929.9,3308.7
BAY PATH UNIVERSITY,-72.584,42.0554,MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,-72.5933,42.1151,8313.9,528.4
BAY PATH UNIVERSITY,-72.584,42.0554,BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,-72.3418,42.1696,29387.8,2064.4
BAY PATH UNIVERSITY,-72.584,42.0554,NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,-70.8757,42.5641,181977,8763.7
BAY PATH UNIVERSITY,-72.584,42.0554,NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,-70.9068,42.5111,175931,8359.7
BAY PATH UNIVERSITY,-72.584,42.0554,HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,-71.1114,42.4259,151872,7251.4
BAY PATH UNIVERSITY,-72.584,42.0554,VA MEDICAL CENTER - WEST ROXBURY DIVISION,-71.1717,42.2746,145567,6767.4
BAY PATH UNIVERSITY,-72.584,42.0554,BALDPATE HOSPITAL,-71.0111,42.7052,184438,9069.3
BAY PATH UNIVERSITY,-72.584,42.0554,KINDRED HOSPITAL BOSTON,-71.1419,42.3466,143475,6699
BAY PATH UNIVERSITY,-72.584,42.0554,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,-71.1103,42.327,149599,7022.3
BAY PATH UNIVERSITY,-72.584,42.0554,HIGH POINT TREATMENT CENTER,-70.9145,41.8944,179310,8126
BAY PATH UNIVERSITY,-72.584,42.0554,WHITTIER REHABILITATION HOSPITAL,-71.5678,42.2765,109190,5464.9
BAY PATH UNIVERSITY,-72.584,42.0554,HEALTHSOUTH BRAINTREE REHABILITATION HOSPITAL,-71.0185,42.1981,165928,7881.2
BAY PATH UNIVERSITY,-72.584,42.0554,GOOD SAMARITAN MEDICAL CENTER,-71.0619,42.0979,170152,7977
BAY PATH UNIVERSITY,-72.584,42.0554,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,-70.9915,42.0879,176039,8362
BAY PATH UNIVERSITY,-72.584,42.0554,NORCAP LODGE,-71.2411,42.0501,149094,6827.8
BAY PATH UNIVERSITY,-72.584,42.0554,WHITTIER REHABILITATION HOSPITAL BRADFORD,-71.1189,42.7616,180204,8524
GORDON COLLEGE,-70.8191,42.5882,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,-71.0707,42.3363,46092.5,2548.5
GORDON COLLEGE,-70.8191,42.5882,ARBOUR FULLER HOSPITAL,-71.3611,41.9241,109971,5639.6
GORDON COLLEGE,-70.8191,42.5882,ARBOUR HUMAN RESOURCE INSTITUTE,-71.1212,42.3508,47681.6,2685.1
GORDON COLLEGE,-70.8191,42.5882,SHRINERS' HOSPITAL FOR CHILDREN,-71.0663,42.3631,42136.1,2366.6
GORDON COLLEGE,-70.8191,42.5882,SPAULDING REHABILITATION HOSPITAL,-71.0491,42.3785,42154.8,2389.8
GORDON COLLEGE,-70.8191,42.5882,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,-71.1457,41.7075,125327,6194.2
GORDON COLLEGE,-70.8191,42.5882,BAY RIDGE HOSPITAL BEVERLY,-70.9568,42.4716,19577.6,1443.8
GORDON COLLEGE,-70.8191,42.5882,HEALTHSOUTH REHABILITATION HOSPITAL OF WESTERN MASS,-72.4721,42.1558,170601,8159.3
GORDON COLLEGE,-70.8191,42.5882,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,-71.2369,42.2771,66457.4,3621
GORDON COLLEGE,-70.8191,42.5882,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,-70.9458,41.7407,123469,6189.8
GORDON COLLEGE,-70.8191,42.5882,NORWOOD HOSPITAL,-71.2021,42.189,69267.4,4114
GORDON COLLEGE,-70.8191,42.5882,SPAULDING REHABILITATION HOSPITAL CAPE COD,-70.4681,41.733,137879,7027.1
GORDON COLLEGE,-70.8191,42.5882,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,-71.1094,42.39,45097.8,2494.6
GORDON COLLEGE,-70.8191,42.5882,SHRINERS' HOSPITAL FOR CHILDREN,-72.5924,42.1213,180475,8568.4
GORDON COLLEGE,-70.8191,42.5882,ADCARE HOSPITAL OF WORCESTER INC,-71.7949,42.2764,109662,5557.1
GORDON COLLEGE,-70.8191,42.5882,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,-71.2744,42.5047,47518.3,2804.5
GORDON COLLEGE,-70.8191,42.5882,AMESBURY HEALTH CENTER,-70.9334,42.8484,47968.1,2554
GORDON COLLEGE,-70.8191,42.5882,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,-71.1092,42.3379,47239.7,2692.7
GORDON COLLEGE,-70.8191,42.5882,ARBOUR HOSPITAL THE,-71.1123,42.3158,50423.9,2966.6
GORDON COLLEGE,-70.8191,42.5882,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,-70.6024,41.6884,142903,7401.7
GORDON COLLEGE,-70.8191,42.5882,BOURNEWOOD HOSPITAL,-71.1493,42.2983,54786.7,3232.4
GORDON COLLEGE,-70.8191,42.5882,NORTHEAST HOSPITAL CORPORATION - ADDISON GILBERT CAMPUS,-70.6806,42.6255,15778,948.6
GORDON COLLEGE,-70.8191,42.5882,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,-71.8988,42.2019,117647,6024.5
GORDON COLLEGE,-70.8191,42.5882,WORCESTER RECOVERY CENTER AND HOSPITAL,-71.7691,42.2797,109725,5671.8
GORDON COLLEGE,-70.8191,42.5882,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,-71.1426,42.35,49806.1,2871.6
GORDON COLLEGE,-70.8191,42.5882,SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,-71.1069,42.3753,42402.1,2652.1
GORDON COLLEGE,-70.8191,42.5882,WESTERN MASSACHUSETTS HOSPITAL,-72.7009,42.1104,194492,9409.2
GORDON COLLEGE,-70.8191,42.5882,MCLEAN HOSPITAL CORPORATION,-71.1913,42.3937,52475.2,2988.2
GORDON COLLEGE,-70.8191,42.5882,PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,-71.1253,42.176,66606.3,3908.6
GORDON COLLEGE,-70.8191,42.5882,QUINCY MEDICAL CENTER,-71.0138,42.2509,58910.9,3264.6
GORDON COLLEGE,-70.8191,42.5882,STURDY MEMORIAL HOSPITAL,-71.2748,41.942,106499,5541.8
GORDON COLLEGE,-70.8191,42.5882,MORTON HOSPITAL AND MEDICAL CENTER,-71.0945,41.9062,103858,5355.4
GORDON COLLEGE,-70.8191,42.5882,SAINT ANNE'S HOSPITAL,-71.1637,41.6926,126503,6240.5
GORDON COLLEGE,-70.8191,42.5882,FAIRVIEW HOSPITAL,-73.3719,42.1911,259453,12430.9
GORDON COLLEGE,-70.8191,42.5882,FALMOUTH HOSPITAL,-70.6223,41.5642,157128,8145.5
GORDON COLLEGE,-70.8191,42.5882,NANTUCKET COTTAGE HOSPITAL,-70.1008,41.2752,205154,16454.3
GORDON COLLEGE,-70.8191,42.5882,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,-71.1051,42.3395,46844.1,2660.7
GORDON COLLEGE,-70.8191,42.5882,BOSTON MEDICAL CENTER - MENINO CAMPUS,-71.0732,42.3347,46810.5,2617.8
GORDON COLLEGE,-70.8191,42.5882,MASSACHUSETTS EYE AND EAR INFIRMARY,-71.0701,42.3629,43007.5,2385.5
GORDON COLLEGE,-70.8191,42.5882,CHILDREN'S HOSPITAL BOSTON,-71.1064,42.3372,47252,2739.9
GORDON COLLEGE,-70.8191,42.5882,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,-71.806,42.5977,100641,5464.3
GORDON COLLEGE,-70.8191,42.5882,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,-71.7624,42.5411,92758.6,4975.3
GORDON COLLEGE,-70.8191,42.5882,HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,-71.0609,42.4605,29623.8,1853.5
GORDON COLLEGE,-70.8191,42.5882,MARLBOROUGH HOSPITAL,-71.5546,42.3553,79032.3,4568.4
GORDON COLLEGE,-70.8191,42.5882,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,-71.4186,42.2852,73644.8,4091.4
GORDON COLLEGE,-70.8191,42.5882,BAYSTATE MARY LANE HOSPITAL,-72.2428,42.2536,154727,8111.4
GORDON COLLEGE,-70.8191,42.5882,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,-71.1683,42.7277,39166.5,2842.1
GORDON COLLEGE,-70.8191,42.5882,MCLEAN SOUTHEAST,-70.916,41.9017,107648,5487.5
GORDON COLLEGE,-70.8191,42.5882,WHITTIER PAVILION,-71.0732,42.7785,43178.7,2695.1
GORDON COLLEGE,-70.8191,42.5882,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,-72.5474,42.1205,179262,8579.6
GORDON COLLEGE,-70.8191,42.5882,HEBREW REHABILITATION CENTER,-71.1318,42.2968,53058.7,3120.2
GORDON COLLEGE,-70.8191,42.5882,LEMUEL SATTUCK HOSPITAL,-71.1017,42.2996,52617.6,3046.2
GORDON COLLEGE,-70.8191,42.5882,HEBREW REHABILITATION CENTER AT DEDHAM,-71.195,42.2665,70657.1,3872.7
GORDON COLLEGE,-70.8191,42.5882,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,-70.7645,42.0976,87473.7,4651.5
GORDON COLLEGE,-70.8191,42.5882,WALDEN BEHAVIORAL CARE LLC,-71.2493,42.3696,56676.6,3095.9
GORDON COLLEGE,-70.8191,42.5882,NEW ENGLAND SINAI HOSPITAL,-71.0988,42.1446,74180,4115.9
GORDON COLLEGE,-70.8191,42.5882,MARTHA'S VINEYARD HOSPITAL,-70.5798,41.4608,178976,11553.9
GORDON COLLEGE,-70.8191,42.5882,SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,-70.9384,41.6264,136748,6711
GORDON COLLEGE,-70.8191,42.5882,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,-73.2492,42.46,258949,12391
GORDON COLLEGE,-70.8191,42.5882,CAPE COD HOSPITAL,-70.2729,41.6534,157251,8086.9
GORDON COLLEGE,-70.8191,42.5882,CARITAS CARNEY HOSPITAL,-71.0654,42.2775,55515.4,3080.6
GORDON COLLEGE,-70.8191,42.5882,CLINTON HOSPITAL,-71.6929,42.4275,88574.5,5006.1
GORDON COLLEGE,-70.8191,42.5882,HEYWOOD HOSPITAL,-71.9871,42.5863,114468,6116
GORDON COLLEGE,-70.8191,42.5882,UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,-71.7923,42.2729,109432,5589.2
GORDON COLLEGE,-70.8191,42.5882,SAINTS MEDICAL CENTER,-71.3008,42.6457,57870.9,3233.4
GORDON COLLEGE,-70.8191,42.5882,NEWTON-WELLESLEY HOSPITAL,-71.246,42.3312,60236.5,3311.6
