Source, SourceLong, SourceLat, Destination, DestLong, DestLat, Driving Distance (m), Driving Time (s)
CLEARY UNIVERSITY,-83.8804,42.5875,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,-83.7287,42.2832,42230.5,2037.4
CLEARY UNIVERSITY,-83.8804,42.5875,PIONEER SPECIALTY HOSPITAL,-83.291,42.6384,55331.5,3400.3
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - WYANDOTTE LLC,-83.1479,42.2101,93073.8,4602.4
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - MACOMB COUNTY,-82.8819,42.6064,102336,4427
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - GRAND RAPIDS,-85.6626,42.9581,173730,7201.3
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - NORTHWEST DETROIT,-83.1832,42.4192,65484.2,2955.3
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - FLINT,-83.7329,43.0144,60181.7,3065.7
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - PONTIAC,-83.2768,42.614,69114.8,3376.8
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - MUSKEGON,-86.2423,43.2234,234295,9769.5
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - BATTLE CREEK,-85.1793,42.3306,142167,6200
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - SAGINAW,-83.9559,43.4287,114732,5242.5
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - ANN ARBOR,-83.6554,42.2639,49057.5,2240.2
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - GROSSE POINTE,-82.9148,42.384,98679,4430.3
CLEARY UNIVERSITY,-83.8804,42.5875,SELECT SPECIALTY HOSPITAL - SPECTRUM HEALTH,-85.6226,42.9535,168298,7057.9
CLEARY UNIVERSITY,-83.8804,42.5875,SPARROW SPECIALTY HOSPITAL,-84.536,42.7342,64291.5,2817.9
CLEARY UNIVERSITY,-83.8804,42.5875,MUNSON HEALTHCARE MANISTEE HOSPITAL,-86.2742,44.2711,369612,15807.2
CLEARY UNIVERSITY,-83.8804,42.5875,HURON MEDICAL CENTER,-83.0321,43.8032,205406,10138.8
CLEARY UNIVERSITY,-83.8804,42.5875,BEAUMONT HOSPITAL TROY,-83.0936,42.619,86792.8,4000.9
CLEARY UNIVERSITY,-83.8804,42.5875,MERCY HEALTH MUSKEGON,-86.2417,43.2226,234353,9783.4
CLEARY UNIVERSITY,-83.8804,42.5875,COVENANT MEDICAL CENTER,-83.9565,43.4285,115045,5267.1
CLEARY UNIVERSITY,-83.8804,42.5875,SPARROW SPECIALTY HOSPITAL,-84.5704,42.7416,67985.5,2986.9
CLEARY UNIVERSITY,-83.8804,42.5875,SOUTHWEST REGIONAL REHABILITATION CENTER,-85.1752,42.34,143548,6347.4
CLEARY UNIVERSITY,-83.8804,42.5875,OSCAR G. JOHNSON VA MEDICAL CENTER,-88.0615,45.8103,742731,31581.1
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH  KELSEY HOSPITAL,-85.2779,43.4412,194527,8709.9
CLEARY UNIVERSITY,-83.8804,42.5875,SCHEURER HOSPITAL,-83.2782,43.8342,203626,9825.7
CLEARY UNIVERSITY,-83.8804,42.5875,HARBOR BEACH COMMUNITY HOSPITAL,-82.6521,43.8427,236995,11902.6
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH - REED CITY CAMPUS,-85.5213,43.8785,265234,11430
CLEARY UNIVERSITY,-83.8804,42.5875,SPARROW CLINTON HOSPITAL,-84.5551,42.9931,96138.7,4134.2
CLEARY UNIVERSITY,-83.8804,42.5875,PAUL OLIVER MEMORIAL HOSPITAL,-86.243,44.6368,356293,16959
CLEARY UNIVERSITY,-83.8804,42.5875,SPARROW CARSON HOSPITAL,-84.8424,43.1756,136863,6092.9
CLEARY UNIVERSITY,-83.8804,42.5875,IONIA COUNTY MEMORIAL HOSPITAL,-85.0505,42.9852,131362,5780.7
CLEARY UNIVERSITY,-83.8804,42.5875,ST JOHN MACOMB-OAKLAND HOSPITAL-OAKLAND CENTER,-83.0868,42.4939,72093.6,3070.9
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH GERBER MEMORIAL,-85.9504,43.4648,245488,11252.9
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,-85.4749,43.6939,259840,10718.9
CLEARY UNIVERSITY,-83.8804,42.5875,MIDMICHIGAN MEDICAL CENTER-CLARE,-84.769,43.821,193603,7802
CLEARY UNIVERSITY,-83.8804,42.5875,THREE RIVERS HEALTH,-85.6479,41.9354,216281,9109.6
CLEARY UNIVERSITY,-83.8804,42.5875,ST JOHN RIVER DISTRICT HOSPITAL,-82.4792,42.7854,146768,6739.7
CLEARY UNIVERSITY,-83.8804,42.5875,COVENANT MEDICAL CENTER COOPER,-83.953,43.4298,115062,5261.2
CLEARY UNIVERSITY,-83.8804,42.5875,COVENANT MEDICAL CENTER MICHIGAN,-83.9603,43.4208,114762,5223.6
CLEARY UNIVERSITY,-83.8804,42.5875,HUTZEL WOMEN'S HOSPITAL,-83.0559,42.3511,84409.9,3641.8
CLEARY UNIVERSITY,-83.8804,42.5875,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,-84.3506,46.4981,517954,20368.5
CLEARY UNIVERSITY,-83.8804,42.5875,BARAGA COUNTY MEMORIAL HOSPITAL,-88.425,46.7318,798773,35635.4
CLEARY UNIVERSITY,-83.8804,42.5875,ST JOSEPH MERCY HOSPITAL-SALINE,-83.7909,42.1672,63990.5,2953.8
CLEARY UNIVERSITY,-83.8804,42.5875,LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER,-86.3011,41.9555,261790,11564.6
CLEARY UNIVERSITY,-83.8804,42.5875,ALEDA E. LUTZ VA MEDICAL CENTER,-83.962,43.4448,117754,5380.4
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN OAKLAND,-83.2915,42.6383,55278.7,3403.9
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN BAY REGIONAL,-83.9244,43.5998,133731,5967.1
CLEARY UNIVERSITY,-83.8804,42.5875,JOHN D. DINGELL VA MEDICAL CENTER,-83.0592,42.3557,83525.3,3614.5
CLEARY UNIVERSITY,-83.8804,42.5875,VA ANN ARBOR HEALTHCARE SYSTEM,-83.7146,42.2867,43091.5,2102.1
CLEARY UNIVERSITY,-83.8804,42.5875,CHILDREN'S HOSPITAL OF MICHIGAN,-83.0547,42.3514,83744.1,3631.2
CLEARY UNIVERSITY,-83.8804,42.5875,MIDMICHIGAN MEDICAL CENTER-MIDLAND,-84.2604,43.6352,158919,7085
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN MACOMB,-82.8969,42.5873,93404.9,4184.3
CLEARY UNIVERSITY,-83.8804,42.5875,HENRY FORD MACOMB HOSPITAL-WARREN CAMPUS,-82.9883,42.4795,80922.1,3483.8
CLEARY UNIVERSITY,-83.8804,42.5875,HENRY FORD MACOMB HOSPITAL,-82.9607,42.6149,95355.7,4476.3
CLEARY UNIVERSITY,-83.8804,42.5875,EDWARD W SPARROW HOSPITAL,-84.5353,42.7341,64412.6,2825.7
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN FLINT,-83.7328,43.0138,60202.4,3070.7
CLEARY UNIVERSITY,-83.8804,42.5875,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,-83.6423,42.8925,53936.3,3176.5
CLEARY UNIVERSITY,-83.8804,42.5875,HURLEY MEDICAL CENTER,-83.705,43.0212,63098.2,3218.4
CLEARY UNIVERSITY,-83.8804,42.5875,HOLLAND COMMUNITY HOSPITAL,-86.114,42.7749,211369,8907
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,-85.9877,42.8213,200744,8319.3
CLEARY UNIVERSITY,-83.8804,42.5875,PONTIAC GENERAL HOSPITAL,-83.3095,42.6346,53866.5,3278.4
CLEARY UNIVERSITY,-83.8804,42.5875,ST JOSEPH MERCY OAKLAND,-83.2768,42.615,69258.7,3411.7
CLEARY UNIVERSITY,-83.8804,42.5875,BEAUMONT HOSPITAL ROYAL OAK,-83.1926,42.515,64571.1,2998.2
CLEARY UNIVERSITY,-83.8804,42.5875,BEAUMONT HOSPITAL FARMINGTON HILLS,-83.3237,42.4463,51111.5,2233.6
CLEARY UNIVERSITY,-83.8804,42.5875,HENRY FORD WEST BLOOMFIELD HOSPITAL,-83.407,42.5387,49412.2,2374.2
CLEARY UNIVERSITY,-83.8804,42.5875,HURON VALLEY-SINAI HOSPITAL,-83.4991,42.5926,46517.2,2440.7
CLEARY UNIVERSITY,-83.8804,42.5875,PROVIDENCE - PROVIDENCE PARK HOSPITAL,-83.2051,42.4578,61395,2748.3
CLEARY UNIVERSITY,-83.8804,42.5875,BORGESS MEDICAL CENTER,-85.5614,42.3069,177199,7554.7
CLEARY UNIVERSITY,-83.8804,42.5875,BRONSON METHODIST HOSPITAL,-85.5803,42.2853,176004,7487.7
CLEARY UNIVERSITY,-83.8804,42.5875,HENRY FORD ALLEGIANCE HEALTH,-84.3927,42.2507,95766.8,4385.5
CLEARY UNIVERSITY,-83.8804,42.5875,OAKLAWN HOSPITAL,-84.9568,42.2737,131521,5586
CLEARY UNIVERSITY,-83.8804,42.5875,BRONSON SOUTH HAVEN HOSPITAL,-86.2629,42.3913,256699,10561.7
CLEARY UNIVERSITY,-83.8804,42.5875,ALLEGAN GENERAL HOSPITAL,-85.8564,42.52,224183,9742.5
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN PORT HURON,-82.4296,42.9869,160142,6634.8
CLEARY UNIVERSITY,-83.8804,42.5875,ST MARY'S OF MICHIGAN MEDICAL CENTER,-83.9387,43.424,113298,5207.5
CLEARY UNIVERSITY,-83.8804,42.5875,BEAUMONT HOSPITAL WAYNE,-83.3644,42.273,71127.4,3212.1
CLEARY UNIVERSITY,-83.8804,42.5875,HENRY FORD WYANDOTTE HOSPITAL,-83.1471,42.2102,93042.7,4594.9
CLEARY UNIVERSITY,-83.8804,42.5875,BEAUMONT HOSPITAL TAYLOR,-83.2764,42.2352,88007.6,3947.5
CLEARY UNIVERSITY,-83.8804,42.5875,KARMANOS CANCER CENTER,-83.0566,42.3507,84614.1,3657.2
CLEARY UNIVERSITY,-83.8804,42.5875,MCLAREN LAPEER REGION,-83.3204,43.063,96004.8,4541.4
CLEARY UNIVERSITY,-83.8804,42.5875,SAINT MARY'S HEALTH CARE,-85.6631,42.9587,173678,7188.9
CLEARY UNIVERSITY,-83.8804,42.5875,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,-85.6657,42.9697,172370,7079.4
CLEARY UNIVERSITY,-83.8804,42.5875,UP HEALTH SYSTEM PORTAGE,-88.587,47.1398,856915,39026.5
CLEARY UNIVERSITY,-83.8804,42.5875,ST FRANCIS HOSPITAL,-87.096,45.7426,662108,27287.4
CLEARY UNIVERSITY,-83.8804,42.5875,UP HEALTH SYSTEM - MARQUETTE,-87.4008,46.5543,695170,30291.2
CLEARY UNIVERSITY,-83.8804,42.5875,MUNSON MEDICAL CENTER,-85.6416,44.761,354204,15696.2
CLEARY UNIVERSITY,-83.8804,42.5875,MUNSON HEALTHCARE GRAYLING,-84.707,44.6681,292152,11549
CLEARY UNIVERSITY,-83.8804,42.5875,HEALTHSOURCE SAGINAW,-84.0503,43.4547,125007,5932.4
GRACE BIBLE COLLEGE,-85.6921,42.9195,MIDMICHIGAN MEDICAL CENTER-GLADWIN,-84.4939,43.9759,216377,9976
GRACE BIBLE COLLEGE,-85.6921,42.9195,MERCY HEALTH PARTNERS LAKESHORE CAMPUS,-86.3647,43.6066,118330,5077.1
GRACE BIBLE COLLEGE,-85.6921,42.9195,HELEN NEWBERRY JOY HOSPITAL,-85.5157,46.3532,506612,22332.2
GRACE BIBLE COLLEGE,-85.6921,42.9195,MUNISING MEMORIAL HOSPITAL,-86.6252,46.4253,586213,26492.4
GRACE BIBLE COLLEGE,-85.6921,42.9195,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,-83.941,42.6156,164597,7197.4
GRACE BIBLE COLLEGE,-85.6921,42.9195,HILLSDALE COMMUNITY HEALTH CENTER,-84.633,41.9117,205438,9246.1
GRACE BIBLE COLLEGE,-85.6921,42.9195,DMC SURGERY HOSPITAL,-83.1201,42.5179,242319,10281.8
GRACE BIBLE COLLEGE,-85.6921,42.9195,LAKELAND COMMUNITY HOSPITAL WATERVLIET,-86.2499,42.1849,114078,5468.1
GRACE BIBLE COLLEGE,-85.6921,42.9195,MCLAREN CENTRAL MICHIGAN,-84.7614,43.5991,140860,7457.8
GRACE BIBLE COLLEGE,-85.6921,42.9195,SPECTRUM HEALTH LUDINGTON HOSPITAL,-86.4304,43.9581,159520,6810.6
GRACE BIBLE COLLEGE,-85.6921,42.9195,BRONSON LAKEVIEW HOSPITAL,-85.8971,42.2213,101560,4351.6
GRACE BIBLE COLLEGE,-85.6921,42.9195,DECKERVILLE COMMUNITY HOSPITAL,-82.7342,43.5281,318143,14522.7
GRACE BIBLE COLLEGE,-85.6921,42.9195,HENRY FORD HOSPITAL,-83.0847,42.3677,244216,10458.2
GRACE BIBLE COLLEGE,-85.6921,42.9195,VA MEDICAL CENTER - BATTLE CREEK,-85.2913,42.3434,102025,4958
GRACE BIBLE COLLEGE,-85.6921,42.9195,SHERIDAN COMMUNITY HOSPITAL,-85.0742,43.2159,78311.8,4216.2
GRACE BIBLE COLLEGE,-85.6921,42.9195,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,-83.9692,43.9819,258298,12182.1
GRACE BIBLE COLLEGE,-85.6921,42.9195,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,-84.7295,45.8906,399614,17288.8
GRACE BIBLE COLLEGE,-85.6921,42.9195,PROMEDICA BIXBY HOSPITAL,-84.0491,41.9137,222569,9941.9
GRACE BIBLE COLLEGE,-85.6921,42.9195,TAWAS ST JOSEPH HOSPITAL,-83.5097,44.2752,316584,15379.5
GRACE BIBLE COLLEGE,-85.6921,42.9195,SPARROW HEALTH SYSTEM-ST LAWRENCE CAMPUS,-84.57,42.7415,100989,4729
